Date	Month	Channel	Owner	Brand	Pack Size	Pack Type	SKU	Price Tier	Unit Sales	Sales Value	Distribution	Cost of Sales	Price	Gross Profit	Indirect Costs	Operating Profit	Unit Sales Monthly Change	Sales Value Monthly Change	Distribution Monthly Change	Cost of Sales Monthly Change	Price Monthly Change	Gross Profit Monthly Change	Indirect Costs Monthly Change	Operating Profit Monthly Change
1/30/2015	Jan-15	3100  CELT ALY	SINGLE FAMILY		NOLENSVILLE	1/30/2015	1	Jan	233.765	2015	1	233765	233.765	20150202-0009626	No	No	0.233765							
1/30/2015	Jan-15	2170  KIRKWALL DR	SINGLE FAMILY		NOLENSVILLE	1/30/2015	1	Jan	252.925	2015	1	252925	252.925	20150206-0011370	No	No	0.252925							
1/30/2015	Jan-15	700  CENTERPOINT LN	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	392.227	2015	2	392227	392.227	20150204-0010460	No	No	0.392227							
1/30/2015	Jan-15	1806  MEHARRY BLVD	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	106.392	2015	2	106392	106.392	20150209-0011731	No	No	0.106392							
1/30/2015	Jan-15	3508  PARK AVE	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	160	2015	2	160000	160	20150204-0010431	No	No	0.16							
1/30/2015	Jan-15	1204 B  SIGLER ST	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	575	2015	2	575000	575	20150202-0009405	No	No	0.575							
1/30/2015	Jan-15	4010  CAMBRIDGE AVE	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	230	2015	2	230000	230	20150203-0009926	No	No	0.23							
1/30/2015	Jan-15	4487  POST PL	RESIDENTIAL CONDO	2	NASHVILLE	1/30/2015	1	Jan	245	2015	2	245000	245	20150205-0010842	No	No	0.245							
1/30/2015	Jan-15	415  NORMANDY CIR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	280	2015	2	280000	280	20150204-0010565	No	No	0.28							
1/30/2015	Jan-15	117  30TH AVE N	RESIDENTIAL CONDO	704	NASHVILLE	1/30/2015	1	Jan	610	2015	2	610000	610	20150204-0010451	No	No	0.61							
1/30/2015	Jan-15	3000  VANDERBILT PL	RESIDENTIAL CONDO	128	NASHVILLE	1/30/2015	1	Jan	332.5	2015	2	332500	332.5	20150206-0011185	No	No	0.3325							
1/30/2015	Jan-15	324  ELMINGTON AVE	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	357.7	2015	2	357700	357.7	20150204-0010348	No	No	0.3577							
1/30/2015	Jan-15	917  ARCHER ST	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	300	2015	2	300000	300	20150206-0011359	No	No	0.3							
1/30/2015	Jan-15	921  ARCHER ST	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	330	2015	2	330000	330	20150204-0010455	No	No	0.33							
1/30/2015	Jan-15	1710 15TH AVE S	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	300	2015	2	300000	300	20150203-0010075	No	No	0.3							
1/30/2015	Jan-15	1702 D  15TH AVE S	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	490	2015	2	490000	490	20150202-0009631	No	No	0.49							
1/30/2015	Jan-15	1103  W GROVE AVE	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	584.806	2015	2	584806	584.806	20150203-0010073	No	No	0.584806							
1/30/2015	Jan-15	1800 A  BEECH AVE	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	546	2015	2	546000	546	20150203-0010057	No	No	0.546							
1/30/2015	Jan-15	821  HILLVIEW HTS	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	325	2015	2	325000	325	20150203-0010063	No	No	0.325							
1/30/2015	Jan-15	6021  SEDBERRY RD	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	325	2015	2	325000	325	20150202-0009158	No	No	0.325							
1/30/2015	Jan-15	2600  HILLSBORO PIKE	RESIDENTIAL CONDO	217	NASHVILLE	1/30/2015	1	Jan	342.5	2015	2	342500	342.5	20150211-0012524	No	No	0.3425							
1/30/2015	Jan-15	2600  HILLSBORO PIKE	RESIDENTIAL CONDO	333	NASHVILLE	1/30/2015	1	Jan	227	2015	2	227000	227	20150204-0010563	No	No	0.227							
1/30/2015	Jan-15	12TH AVE S	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	243	2015	2	243000	243	20150202-0009533	No	No	0.243							
1/30/2015	Jan-15	3610  WILBUR PL	DUPLEX		NASHVILLE	1/30/2015	1	Jan	388	2015	2	388000	388	20150202-0009380	No	No	0.388							
1/30/2015	Jan-15	416  POST CREEK RD	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	125.5	2015	2	125500	125.5	20150203-0010081	No	No	0.1255							
1/30/2015	Jan-15	113  BROOKFIELD AVE	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	894.9	2015	2	894900	894.9	20150203-0010052	No	No	0.8949							
1/30/2015	Jan-15	2211 CASTLEMAN DR	DUPLEX		NASHVILLE	1/30/2015	1	Jan	450	2015	2	450000	450	20150204-0010647	No	No	0.45							
1/30/2015	Jan-15	605  RIVER RIDGE CT	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	260	2015	2	260000	260	20150202-0009539	No	No	0.26							
1/30/2015	Jan-15	968  TODD PREIS DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	145	2015	2	145000	145	20150204-0010420	No	No	0.145							
1/30/2015	Jan-15	7252  HIGHWAY 70  S	RESIDENTIAL CONDO	1301	NASHVILLE	1/30/2015	1	Jan	197.4	2015	2	197400	197.4	20150204-0010604	No	No	0.1974							
1/30/2015	Jan-15	1325  GENERAL GEORGE PATTON RD	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	189.9	2015	2	189900	189.9	20150205-0011034	No	No	0.1899							
1/30/2015	Jan-15	110  BELLEVUE RD	RESIDENTIAL CONDO	21	NASHVILLE	1/30/2015	1	Jan	98.5	2015	2	98500	98.5	20150203-0009948	No	No	0.0985							
1/30/2015	Jan-15	5350  GRANNY WHITE PIKE	SINGLE FAMILY		BRENTWOOD	1/30/2015	1	Jan	450	2015	2	450000	450	20150130-0009047	No	No	0.45							
1/30/2015	Jan-15	5833  ROBERT E LEE DR	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	635	2015	2	635000	635	20150130-0009148	No	No	0.635							
1/30/2015	Jan-15	1241  JEFFERSON DAVIS CT	SINGLE FAMILY		BRENTWOOD	1/30/2015	1	Jan	475	2015	2	475000	475	20150202-0009447	No	No	0.475							
1/30/2015	Jan-15	7332  RIVER PARK DR	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	290	2015	2	290000	290	20150204-0010590	No	No	0.29							
1/30/2015	Jan-15	7105  NATCHEZ POINTE PL	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	575	2015	2	575000	575	20150204-0010639	No	No	0.575							
1/30/2015	Jan-15	5656  TRACESIDE DR	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	298.5	2015	2	298500	298.5	20150202-0009303	No	No	0.2985							
1/30/2015	Jan-15	6008 B  LOUISIANA AVE	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	314.9	2015	3	314900	314.9	20150204-0010530	No	No	0.3149							
1/30/2015	Jan-15	630  RIES AVE	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	109.9	2015	3	109900	109.9	20150203-0009884	No	No	0.1099							
1/30/2015	Jan-15	5840  LESLIE AVE	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	225	2015	3	225000	225	20150202-0009299	No	No	0.225							
1/30/2015	Jan-15	5800  ROBERTSON AVE	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	106	2015	3	106000	106	20150202-0009632	No	Yes	0.106							
1/30/2015	Jan-15	7720  RIVERVIEW BEND DR	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	300	2015	3	300000	300	20150203-0009797	No	No	0.3							
1/30/2015	Jan-15	8421  ROLLING HILLS DR	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	323	2015	3	323000	323	20150211-0012605	No	No	0.323							
1/30/2015	Jan-15	608  CHERRY GROVE PT	SINGLE FAMILY		WHITES CREEK	1/30/2015	1	Jan	360	2015	4	360000	360	20150202-0009693	No	No	0.36							
1/30/2015	Jan-15	601  CHILDRESS XING	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	231	2015	4	231000	231	20150202-0009689	No	No	0.231							
1/30/2015	Jan-15	2934  VISTA LN	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	161	2015	4	161000	161	20150202-0009465	No	No	0.161							
1/30/2015	Jan-15	621  MALTA DR	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	179	2015	4	179000	179	20150203-0009970	No	No	0.179							
1/30/2015	Jan-15	4005  CEDAR CIR	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	63.3	2015	4	63300	63.3	20150204-0010485	No	No	0.0633							
1/30/2015	Jan-15	2733  BUENA VISTA PIKE	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	107	2015	4	107000	107	20150203-0010033	No	No	0.107							
1/30/2015	Jan-15	1230  DALEMERE DR	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	170	2015	5	170000	170	20150203-0010225	No	No	0.17							
1/30/2015	Jan-15	111  LIDGATE TER	SINGLE FAMILY		GOODLETTSVILLE	1/30/2015	1	Jan	174	2015	6	174000	174	20150206-0011210	No	No	0.174							
1/30/2015	Jan-15	320  ALTA LOMA RD	SINGLE FAMILY		GOODLETTSVILLE	1/30/2015	1	Jan	81	2015	6	81000	81	20150202-0009276	No	No	0.081							
1/30/2015	Jan-15	304  MYATT DR	SINGLE FAMILY		MADISON	1/30/2015	1	Jan	64.355	2015	6	64355	64.355	20150204-0010514	No	No	0.064355							
1/30/2015	Jan-15	1301  NEELYS BEND RD	RESIDENTIAL CONDO	59	MADISON	1/30/2015	1	Jan	40	2015	6	40000	40	20150204-0010474	No	No	0.04							
1/30/2015	Jan-15	1416  JOE PYRON DR	SINGLE FAMILY		MADISON	1/30/2015	1	Jan	179.9	2015	6	179900	179.9	20150202-0009468	No	No	0.1799							
1/30/2015	Jan-15	1215  WINDING WAY	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	356	2015	6	356000	356	20150204-0010385	No	No	0.356							
1/30/2015	Jan-15	307  EDWIN ST	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	75	2015	6	75000	75	20150130-0009084	No	No	0.075							
1/30/2015	Jan-15	3619  BAXTER AVE	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	170	2015	6	170000	170	20150204-0010571	No	No	0.17							
1/30/2015	Jan-15	1421  MCALPINE AVE	DUPLEX		NASHVILLE	1/30/2015	1	Jan	250	2015	6	250000	250	20150130-0009109	No	No	0.25							
1/30/2015	Jan-15	1015 A  DELMAS AVE	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	297	2015	6	297000	297	20150204-0010442	No	No	0.297							
1/30/2015	Jan-15	1626  NORTHVIEW AVE	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	97	2015	6	97000	97	20150202-0009718	No	No	0.097							
1/30/2015	Jan-15	1614 D  MARSDEN AVE	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	332.8	2015	6	332800	332.8	20150202-0009723	No	No	0.3328							
1/30/2015	Jan-15	938 B  STROUSE AVE	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	309	2015	6	309000	309	20150202-0009690	No	No	0.309							
1/30/2015	Jan-15	1112  CAHAL AVE	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	352	2015	6	352000	352	20150203-0009904	No	No	0.352							
1/30/2015	Jan-15	1306  CHESTER AVE	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	279.9	2015	6	279900	279.9	20150203-0009989	No	No	0.2799							
1/30/2015	Jan-15	1014  MERIDIAN ST	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	152	2015	6	152000	152	20150204-0010375	No	No	0.152							
1/30/2015	Jan-15	1113  PENNOCK AVE	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	110	2015	6	110000	110	20150203-0009940	No	No	0.11							
1/30/2015	Jan-15	722  MYRTLE ST	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	100	2015	6	100000	100	20150202-0009640	No	No	0.1							
1/30/2015	Jan-15	1414 A  LILLIAN ST	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	399.9	2015	6	399900	399.9	20150203-0009984	No	No	0.3999							
1/30/2015	Jan-15	612  S 14TH ST	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	125	2015	6	125000	125	20150205-0010980	No	No	0.125							
1/30/2015	Jan-15	1806  EASTSIDE AVE	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	225	2015	6	225000	225	20150210-0012408	No	No	0.225							
1/30/2015	Jan-15	916  LIVINGSTON ST	SINGLE FAMILY		OLD HICKORY	1/30/2015	1	Jan	112.5	2015	7	112500	112.5	20150203-0009868	No	No	0.1125							
1/30/2015	Jan-15	4159  LONGFELLOW DR	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	184	2015	7	184000	184	20150204-0010390	No	No	0.184							
1/30/2015	Jan-15	1712  GRANDY PL	SINGLE FAMILY		OLD HICKORY	1/30/2015	1	Jan	320	2015	7	320000	320	20150202-0009327	No	No	0.32							
1/30/2015	Jan-15	1116  SAFETY HARBOR CV	SINGLE FAMILY		OLD HICKORY	1/30/2015	1	Jan	920	2015	7	920000	920	20150211-0012683	No	No	0.92							
1/30/2015	Jan-15	1837  WOODLAND FARMS CT	SINGLE FAMILY		OLD HICKORY	1/30/2015	1	Jan	256	2015	7	256000	256	20150203-0009965	No	No	0.256							
1/30/2015	Jan-15	712  BLUE BRICK PL	RESIDENTIAL CONDO		HERMITAGE	1/30/2015	1	Jan	132.5	2015	7	132500	132.5	20150203-0009854	No	No	0.1325							
1/30/2015	Jan-15	743  LINDEN GRN	DUPLEX		HERMITAGE	1/30/2015	1	Jan	107	2015	7	107000	107	20150204-0010521	No	No	0.107							
1/30/2015	Jan-15	2242  MAPLECREST DR	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	110	2015	7	110000	110	20150206-0011252	No	No	0.11							
1/30/2015	Jan-15	4161  STONE HALL BLVD	SINGLE FAMILY		HERMITAGE	1/30/2015	1	Jan	353.9	2015	7	353900	353.9	20150202-0009681	No	No	0.3539							
1/30/2015	Jan-15	1569  MARKET SQ	SINGLE FAMILY		HERMITAGE	1/30/2015	1	Jan	167.5	2015	7	167500	167.5	20150205-0010806	No	No	0.1675							
1/30/2015	Jan-15	2729  BLUEFIELD AVE	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	298	2015	7	298000	298	20150205-0010851	No	No	0.298							
1/30/2015	Jan-15	2023  HICKORY BROOK DR	RESIDENTIAL CONDO		HERMITAGE	1/30/2015	1	Jan	160.77	2015	7	160770	160.77	20150204-0010654	No	No	0.16077							
1/30/2015	Jan-15	2019  HICKORY BROOK DR	RESIDENTIAL CONDO		HERMITAGE	1/30/2015	1	Jan	176	2015	7	176000	176	20150213-0013526	No	No	0.176							
1/30/2015	Jan-15	939  SHAUNA DR	SINGLE FAMILY		NASHVILLE	1/30/2015	1	Jan	120	2015	7	120000	120	20150210-0012133	No	No	0.12							
1/30/2015	Jan-15	3200  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3202  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3204  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3206  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3208  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3210  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3212  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3201  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3203  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3205  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3207  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3209  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3211  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3214  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3216  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3222  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3226  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3228  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3232  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3213  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3215  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3219  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3221  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3223  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3225  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3227  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3229  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3231  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3233  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3235  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3237  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3243  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3247  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3249  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3251  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3253  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3255  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3301  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3303  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3305  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3307  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3309  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3311  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3313  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3315  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3317  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3319  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3321  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3331  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3333  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3335  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3337  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3339  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3341  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3343  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3345  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3347  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3349  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3351  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3353  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3355  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
1/30/2015	Jan-15	3357  LINCOYA CREEK DR	RESIDENTIAL CONDO		NASHVILLE	1/30/2015	1	Jan	13156	2015	8	13156000	13156	20150202-0009517	No	Yes	13.156							
