Date	Month	Channel	Owner	Zone	Sales Value	Cost of Sales	Price	Gross Profit	Indirect Costs	Operating Profit
7/16/2015	15-Jul	SINGLE FAMILY	4017  SUNNYBROOK DR 	2		1483277	1483.277			No
7/16/2015	15-Jul	SINGLE FAMILY	25  CASTLEWOOD CT 	2		975000	975			No
7/16/2015	15-Jul	SINGLE FAMILY	5704  TEMPLEGATE DR 	2		405000	405			No
7/16/2015	15-Jul	SINGLE FAMILY	6006 MORROW RD 	3		175000	175			No
7/16/2015	15-Jul	SINGLE FAMILY	706  VANDERHORST DR 	4		122350	122.35			No
7/16/2015	15-Jul	SINGLE FAMILY	119  PORT DR 	5		190550	190.55			No
7/16/2015	15-Jul	SINGLE FAMILY	413  HICKORY CHASE DR 	6		162000	162			No
7/16/2015	15-Jul	SINGLE FAMILY	603  CARMEL AVE 	6		117500	117.5			No
7/16/2015	15-Jul	SINGLE FAMILY	1005  MATTHEWS AVE 	6		230000	230			No
7/16/2015	15-Jul	SINGLE FAMILY	122  GORDON TER 	6		241200	241.2			No
7/16/2015	15-Jul	SINGLE FAMILY	1073  ZOPHI ST 	6		45000	45			No
7/16/2015	15-Jul	SINGLE FAMILY	2815  PADEN DR 	6		200000	200			No
7/16/2015	15-Jul	SINGLE FAMILY	1607  ELECTRIC AVE 	6		615000	615			No
7/16/2015	15-Jul	SINGLE FAMILY	672  KINGS WAY DR 	7		153900	153.9			No
7/16/2015	15-Jul	SINGLE FAMILY	736  CHARLIE GANN DR 	7		136600	136.6			No
7/16/2015	15-Jul	SINGLE FAMILY	2007  HICKORY HILL LN 	7		220000	220			No
7/16/2015	15-Jul	SINGLE FAMILY	4825  MEDALIST CIR 	7		329340	329.34			No
7/16/2015	15-Jul	SINGLE FAMILY	4232  CHESNEY GLEN DR 	7		159900	159.9			No
7/16/2015	15-Jul	SINGLE FAMILY	2429  RAVINE DR 	8		165000	165			No
7/16/2015	15-Jul	SINGLE FAMILY	3512  ROUNDWOOD FOREST DR 	8		155000	155			No
7/17/2015	15-Jul	SINGLE FAMILY	2820  HARTFORD DR 	1		88000	88			No
7/17/2015	15-Jul	SINGLE FAMILY	3120  SOUTHLAKE DR 	1		145000	145			No
7/17/2015	15-Jul	SINGLE FAMILY	406  BELLINGRATH DR 	1		202000	202			No
7/17/2015	15-Jul	SINGLE FAMILY	7623  LEVESON WAY 	1		291575	291.575			No
7/17/2015	15-Jul	SINGLE FAMILY	1128  SILVERMOON DR 	1		185000	185			No
7/17/2015	15-Jul	SINGLE FAMILY	1316  BLAIRFIELD DR 	1		162000	162			No
7/17/2015	15-Jul	SINGLE FAMILY	7537  OAKLEDGE DR 	1		319862	319.862			No
7/17/2015	15-Jul	SINGLE FAMILY	617  WAYWOOD CIR 	1		210000	210			No
7/17/2015	15-Jul	SINGLE FAMILY	8425  DANBROOK DR 	1		323000	323			No
7/17/2015	15-Jul	SINGLE FAMILY	2148  KIRKWALL DR 	1		294695	294.695			No
7/17/2015	15-Jul	SINGLE FAMILY	845  RUSSLEO DR 	2		338000	338			No
7/17/2015	15-Jul	SINGLE FAMILY	918  BRESSLYN RD 	2		534800	534.8			No
7/17/2015	15-Jul	SINGLE FAMILY	4402  COLORADO AVE 	2		300000	300			No
7/17/2015	15-Jul	SINGLE FAMILY	3603  MEADOWBROOK AVE 	2		535000	535			No
7/17/2015	15-Jul	SINGLE FAMILY	2614  ESSEX PL 	2		499000	499			No
7/17/2015	15-Jul	SINGLE FAMILY	4008  AUBURN LN 	2		389000	389			No
7/17/2015	15-Jul	SINGLE FAMILY	1705  CEDAR LN 	2		830000	830			No
7/17/2015	15-Jul	SINGLE FAMILY	775  BLEVINS DR 	2		495000	495			No
7/17/2015	15-Jul	SINGLE FAMILY	542  AVONDALE PARK BLVD 	2		269617	269.617			No
7/17/2015	15-Jul	SINGLE FAMILY	1913  EDENBRIDGE WAY 	2		885000	885			No
7/17/2015	15-Jul	SINGLE FAMILY	6761  AUTUMNWOOD DR 	2		315000	315			No
7/17/2015	15-Jul	SINGLE FAMILY	6306  CHICKERING WOODS DR 	2		499900	499.9			No
7/17/2015	15-Jul	SINGLE FAMILY	113  WOODWARD HILLS PL 	2		1370000	1370			No
7/17/2015	15-Jul	SINGLE FAMILY	1910  CEPHAS ST 	3		58000	58			No
7/17/2015	15-Jul	SINGLE FAMILY	6109  CALIFORNIA AVE 	3		180000	180			No
7/17/2015	15-Jul	SINGLE FAMILY	620  EWING DR 	4		120000	120			No
7/17/2015	15-Jul	SINGLE FAMILY	2400  MONTICELLO DR 	4		125000	125			No
7/17/2015	15-Jul	SINGLE FAMILY	613  GAYLEMORE DR 	5		230000	230			No
7/17/2015	15-Jul	SINGLE FAMILY	5412  DANIEL RAY DR 	5		183000	183			No
7/17/2015	15-Jul	SINGLE FAMILY	104  SWANTON CT 	6		155750	155.75			No
7/17/2015	15-Jul	SINGLE FAMILY	130  VANDIVER DR 	6		90000	90			No
7/17/2015	15-Jul	SINGLE FAMILY	708  BARBARA DR 	6		155000	155			No
7/17/2015	15-Jul	SINGLE FAMILY	749  JESSICA TAYLOR DR 	6		189000	189			No
7/17/2015	15-Jul	SINGLE FAMILY	3844  HUTSON AVE 	6		155000	155			No
7/17/2015	15-Jul	SINGLE FAMILY	1239  PLYMOUTH AVE 	6		219000	219			No
7/17/2015	15-Jul	SINGLE FAMILY	1009  HORSESHOE DR 	6		222500	222.5			No
7/17/2015	15-Jul	SINGLE FAMILY	1256  MCALPINE AVE 	6		218500	218.5			No
7/17/2015	15-Jul	SINGLE FAMILY	1303  ARDEE AVE 	6		300000	300			No
7/17/2015	15-Jul	SINGLE FAMILY	437  EDWIN ST 	6		249900	249.9			No
7/17/2015	15-Jul	SINGLE FAMILY	1805  JONES AVE 	6		209900	209.9			No
7/17/2015	15-Jul	SINGLE FAMILY	1203  N 8TH ST 	6		272718	272.718			No
7/17/2015	15-Jul	SINGLE FAMILY	1303  STRATFORD AVE 	6		340000	340			No
7/17/2015	15-Jul	SINGLE FAMILY	1134  HOWARD AVE 	6		260000	260			No
7/17/2015	15-Jul	SINGLE FAMILY	2310  DEMARIUS DR 	6		170000	170			No
7/17/2015	15-Jul	SINGLE FAMILY	210  FALL ST 	6		190000	190			No
7/17/2015	15-Jul	SINGLE FAMILY	918  MITCHELL RD 	6		295000	295			No
7/17/2015	15-Jul	SINGLE FAMILY	911  PRESTON DR 	6		219000	219			No
7/17/2015	15-Jul	SINGLE FAMILY	702  S 14TH ST 	6		342500	342.5			No
7/17/2015	15-Jul	SINGLE FAMILY	226  MARTINGALE DR 	7		118500	118.5			No
7/17/2015	15-Jul	SINGLE FAMILY	2837  MCGAVOCK PIKE 	7		270000	270			No
7/17/2015	15-Jul	SINGLE FAMILY	2832  DONNA HILL DR 	7		163000	163			No
7/17/2015	15-Jul	SINGLE FAMILY	174  JACKSONIAN DR 	7		155000	155			No
7/17/2015	15-Jul	SINGLE FAMILY	4549  RACCOON TRL 	7		209900	209.9			No
7/17/2015	15-Jul	SINGLE FAMILY	1921  WELSENBORO CIR 	7		155000	155			No
7/17/2015	15-Jul	SINGLE FAMILY	2902  MCCAMPBELL AVE 	7		120000	120			No
7/17/2015	15-Jul	SINGLE FAMILY	405  MONTEGO CV 	8		155000	155			No
7/17/2015	15-Jul	SINGLE FAMILY	100  MUELLER CT 	8		304900	304.9			No
7/17/2015	15-Jul	SINGLE FAMILY	120  BREAKWATER BAY 	8		256900	256.9			No
7/17/2015	15-Jul	SINGLE FAMILY	3109  E LAKE DR 	8		122000	122			No
7/17/2015	15-Jul	SINGLE FAMILY	3140  HARBORWOOD DR 	8		195000	195			No
7/17/2015	15-Jul	SINGLE FAMILY	416  HARBOR WAY 	8		227900	227.9			No
7/17/2015	15-Jul	SINGLE FAMILY	1813  WOODLAND POINTE DR 	8		254900	254.9			No
7/17/2015	15-Jul	SINGLE FAMILY	116  DENISE DR 	8		149000	149			No
7/17/2015	15-Jul	SINGLE FAMILY	2741  MOSSDALE DR 	8		141000	141			No
7/17/2015	15-Jul	SINGLE FAMILY	3640  SEASONS DR 	8		188500	188.5			No
7/17/2015	15-Jul	SINGLE FAMILY	3613  SHOREWIND BAY 	8		175000	175			No
7/17/2015	15-Jul	SINGLE FAMILY	1621  HIGHWATER DR 	8		181351	181.351			No
7/17/2015	15-Jul	SINGLE FAMILY	1404  ROCKGLADE RUN 	8		152708	152.708			No
7/17/2015	15-Jul	SINGLE FAMILY	3612  BENTFIELD DR 	8		219900	219.9			No
7/17/2015	15-Jul	SINGLE FAMILY	6721  BIRCHBROOK DR 	8		151000	151			No
7/20/2015	15-Jul	SINGLE FAMILY	242  SUNRISE AVE 	1		193300	193.3			No
7/20/2015	15-Jul	SINGLE FAMILY	5116  REGENT DR 	1		275000	275			No
7/20/2015	15-Jul	SINGLE FAMILY	470  ROCHELLE DR 	1		379500	379.5			No
7/20/2015	15-Jul	SINGLE FAMILY	535  HUNTINGTON PKWY 	1		238000	238			No
7/20/2015	15-Jul	SINGLE FAMILY	2105  ARGO PL 	1		245000	245			No
7/20/2015	15-Jul	SINGLE FAMILY	7813  HEATON WAY 	1		197000	197			No
7/20/2015	15-Jul	SINGLE FAMILY	5407  CANE RIDGE RD 	1		335000	335			No
7/20/2015	15-Jul	SINGLE FAMILY	448  HIGH POINT TER 	1		398500	398.5			No
7/20/2015	15-Jul	SINGLE FAMILY	7355  AUTUMN CROSSING WAY 	1		275000	275			No
7/20/2015	15-Jul	SINGLE FAMILY	5524  CRAFTWOOD DR 	1		234000	234			No
7/20/2015	15-Jul	SINGLE FAMILY	4100  WESTLAWN DR 	2		729826	729.826			No
7/20/2015	15-Jul	SINGLE FAMILY	3626  SARATOGA DR 	2		995000	995			No
7/20/2015	15-Jul	SINGLE FAMILY	1017  BATE AVE 	2		430000	430			No
7/20/2015	15-Jul	SINGLE FAMILY	3497  GRAYSWOOD AVE 	2		1100000	1100			No
7/20/2015	15-Jul	SINGLE FAMILY	116  ABBOTTSFORD 	2		643700	643.7			No
7/20/2015	15-Jul	SINGLE FAMILY	810  DEWEES AVE 	2		432000	432			No
7/20/2015	15-Jul	SINGLE FAMILY	308  PINNACLE PL 	2		425000	425			No
7/20/2015	15-Jul	SINGLE FAMILY	215  ROLLING FORK CT 	2		532000	532			No
7/20/2015	15-Jul	SINGLE FAMILY	2202 B  HOBBS RD 	2		520000	520			No
7/20/2015	15-Jul	SINGLE FAMILY	884  ROBERTSON ACADEMY RD 	2		850000	850			No
7/20/2015	15-Jul	SINGLE FAMILY	5924 CARL PL 	3		110000	110			No
7/20/2015	15-Jul	SINGLE FAMILY	6411  RANCHERO DR 	3		274900	274.9			No
7/20/2015	15-Jul	SINGLE FAMILY	105  BRYAN HOUSE DR 	5		179900	179.9			No
7/20/2015	15-Jul	SINGLE FAMILY	115  IVY HILL LN 	5		176000	176			No
7/20/2015	15-Jul	SINGLE FAMILY	3327 C  MOOREWOOD DR 	5		125000	125			No
7/20/2015	15-Jul	SINGLE FAMILY	4418  SAUNDERS AVE 	6		300000	300			No
7/20/2015	15-Jul	SINGLE FAMILY	316  MARSHALL ST 	6		70000	70			No
7/20/2015	15-Jul	SINGLE FAMILY	1403  SHELTON AVE 	6		294200	294.2			No
7/20/2015	15-Jul	SINGLE FAMILY	933  ELVIRA AVE 	6		104600	104.6			No
7/20/2015	15-Jul	SINGLE FAMILY	1411  KIRKLAND AVE 	6		239900	239.9			No
7/20/2015	15-Jul	SINGLE FAMILY	1105  N 6TH ST 	6		145000	145			No
7/20/2015	15-Jul	SINGLE FAMILY	1002  ELLISTON ST 	7		125000	125			No
7/20/2015	15-Jul	SINGLE FAMILY	1103  CLEVES ST 	7		134000	134			No
7/20/2015	15-Jul	SINGLE FAMILY	4636  CATHER CT 	7		205000	205			No
7/20/2015	15-Jul	SINGLE FAMILY	4224  LONGFELLOW DR 	7		214000	214			No
7/20/2015	15-Jul	SINGLE FAMILY	225  AMHERST DR 	7		185000	185			No
7/20/2015	15-Jul	SINGLE FAMILY	2935  LAKELAND DR 	7		132300	132.3			No
7/20/2015	15-Jul	SINGLE FAMILY	1913  DEEP WOODS TRL 	8		200000	200			No
7/20/2015	15-Jul	SINGLE FAMILY	2168  BRANCH OAK TRL 	8		268000	268			No
7/20/2015	15-Jul	SINGLE FAMILY	3505  LANAWOOD DR 	8		172000	172			No
7/20/2015	15-Jul	SINGLE FAMILY	916  PRESTON CT 	8		164300	164.3			No
7/20/2015	15-Jul	SINGLE FAMILY	417  MOSSY OAK TRL 	8		205700	205.7			No
7/21/2015	15-Jul	SINGLE FAMILY	537  CATHY JO CIR 	1		140000	140			No
7/21/2015	15-Jul	SINGLE FAMILY	518  FAIRLANE DR 	1		140000	140			No
7/21/2015	15-Jul	SINGLE FAMILY	112  ELBERTA ST 	1		58000	58			No
7/21/2015	15-Jul	SINGLE FAMILY	579  WHISPERING HILLS DR 	1		208000	208			No
7/21/2015	15-Jul	SINGLE FAMILY	7613  LEVESON WAY 	1		233000	233			No
7/21/2015	15-Jul	SINGLE FAMILY	3037  BROOKVIEW FOREST DR 	1		334000	334			No
7/21/2015	15-Jul	SINGLE FAMILY	6633  SUNNYWOOD DR 	1		273350	273.35			No
7/21/2015	15-Jul	SINGLE FAMILY	2014  CLIFTON AVE 	2		90000	90			No
7/21/2015	15-Jul	SINGLE FAMILY	4022  ABERDEEN RD 	2		575000	575			No
7/21/2015	15-Jul	SINGLE FAMILY	6131  ROBIN HILL RD 	2		375000	375			No
7/21/2015	15-Jul	SINGLE FAMILY	810  HALCYON AVE 	2		450000	450			No
7/21/2015	15-Jul	SINGLE FAMILY	1456  SCARCROFT LN 	2		238984	238.984			No
7/21/2015	15-Jul	SINGLE FAMILY	6828  ALTO VISTA DR 	2		349500	349.5			No
7/21/2015	15-Jul	SINGLE FAMILY	7029  MEADOW RIDGE CIR 	2		390000	390			No
7/21/2015	15-Jul	SINGLE FAMILY	6238  HILLSBORO PIKE 	2		1235000	1235			No
7/21/2015	15-Jul	SINGLE FAMILY	8524  BEAUTIFUL VALLEY DR 	3		381256	381.256			No
7/21/2015	15-Jul	SINGLE FAMILY	8141  SETTLERS WAY 	3		249000	249			No
7/21/2015	15-Jul	SINGLE FAMILY	4021  BRICK CHURCH PIKE 	5		143000	143			No
7/21/2015	15-Jul	SINGLE FAMILY	3108  RICHMOND HILL DR 	5		144000	144			No
7/21/2015	15-Jul	SINGLE FAMILY	1534  MOHAWK TRL 	6		50000	50			No
7/21/2015	15-Jul	SINGLE FAMILY	716  JAYWOOD DR 	7		141000	141			No
7/21/2015	15-Jul	SINGLE FAMILY	4136  HELENA BAY CT 	8		264500	264.5			No
7/21/2015	15-Jul	SINGLE FAMILY	5812  SEVEN POINTS TRCE 	8		365000	365			No
7/21/2015	15-Jul	SINGLE FAMILY	5024  MEGAN DR 	8		217000	217			No
7/21/2015	15-Jul	SINGLE FAMILY	1204  TWIN CIRCLE DR 	8		188000	188			No
7/21/2015	15-Jul	SINGLE FAMILY	1405  ROCKGLADE RUN 	8		162400	162.4			No
7/21/2015	15-Jul	SINGLE FAMILY	605  BRIDGETTE CT 	8		180000	180			No
7/21/2015	15-Jul	SINGLE FAMILY	1720  NASSAU ST 	9		299900	299.9			No
7/22/2015	15-Jul	SINGLE FAMILY	305  ROSE ST 	1		215000	215			No
7/22/2015	15-Jul	SINGLE FAMILY	314  ORIEL AVE 	1		122000	122			No
7/22/2015	15-Jul	SINGLE FAMILY	305  WILLARD DR 	1		130000	130			No
7/22/2015	15-Jul	SINGLE FAMILY	4857  CIMARRON WAY 	1		165000	165			No
7/22/2015	15-Jul	SINGLE FAMILY	1620  ELYSIAN WAY 	1		428170	428.17			No
7/22/2015	15-Jul	SINGLE FAMILY	6261  PALOMAR CT 	1		381000	381			No
7/22/2015	15-Jul	SINGLE FAMILY	4932  ALEXIS DR 	1		201000	201			No
7/22/2015	15-Jul	SINGLE FAMILY	7710  PORTER HOUSE DR 	1		220000	220			No
7/22/2015	15-Jul	SINGLE FAMILY	2333  HASKELL DR 	1		182500	182.5			No
7/22/2015	15-Jul	SINGLE FAMILY	4022  MURPHY RD 	2		329000	329			No
7/22/2015	15-Jul	SINGLE FAMILY	4412  BEEKMAN DR 	2		1445000	1445			No
7/22/2015	15-Jul	SINGLE FAMILY	4502  YANCEY DR 	2		520000	520			No
7/22/2015	15-Jul	SINGLE FAMILY	2010  26TH AVE N 	3		87500	87.5			No
7/22/2015	15-Jul	SINGLE FAMILY	1716  12TH AVE N 	3		70000	70			No
7/22/2015	15-Jul	SINGLE FAMILY	554  WESTBORO DR 	3		148000	148			No
7/22/2015	15-Jul	SINGLE FAMILY	647  STANVID DR 	6		286000	286			No
7/22/2015	15-Jul	SINGLE FAMILY	1439  MOHAWK TRL 	6		107850	107.85			No
7/22/2015	15-Jul	SINGLE FAMILY	921 DELMAS AVE 	6		150000	150			No
7/22/2015	15-Jul	SINGLE FAMILY	1908  SHERIDAN RD 	6		176500	176.5			No
7/22/2015	15-Jul	SINGLE FAMILY	1124  GRANADA AVE 	6		275000	275			No
7/22/2015	15-Jul	SINGLE FAMILY	710  CLEVES ST 	7		87900	87.9			No
7/22/2015	15-Jul	SINGLE FAMILY	1000  BIRDSALL ST 	7		176500	176.5			No
7/22/2015	15-Jul	SINGLE FAMILY	112  PAULA DR 	7		149400	149.4			No
7/22/2015	15-Jul	SINGLE FAMILY	4731  KALAMATH DR 	7		136000	136			No
7/22/2015	15-Jul	SINGLE FAMILY	104  TULIP GROVE PT 	7		215000	215			No
7/22/2015	15-Jul	SINGLE FAMILY	3701  SEVILLE DR 	7		193500	193.5			No
7/22/2015	15-Jul	SINGLE FAMILY	2834  SURREY RD 	7		142500	142.5			No
7/22/2015	15-Jul	SINGLE FAMILY	105  POINT LANDING CT 	8		256000	256			No
7/22/2015	15-Jul	SINGLE FAMILY	448  FOOTHILL DR 	8		250000	250			No
7/22/2015	15-Jul	SINGLE FAMILY	2917  NAUTILUS DR 	8		165000	165			No
7/22/2015	15-Jul	SINGLE FAMILY	605  WELSHCREST PL 	8		208000	208			No
7/22/2015	15-Jul	SINGLE FAMILY	4561  HAMILTON LN 	8		190000	190			No
7/22/2015	15-Jul	SINGLE FAMILY	1512  BROOKCHASE CT 	8		123500	123.5			No
7/22/2015	15-Jul	SINGLE FAMILY	5021  TRAILWATER DR 	8		136500	136.5			No
7/23/2015	15-Jul	SINGLE FAMILY	5088  META DR 	1		180000	180			No
7/23/2015	15-Jul	SINGLE FAMILY	3313  HARRIETT PARK DR 	1		387925	387.925			No
7/23/2015	15-Jul	SINGLE FAMILY	6985  CALDERWOOD DR 	1		220000	220			No
7/23/2015	15-Jul	SINGLE FAMILY	5602  VINE RIDGE DR 	2		270500	270.5			No
7/23/2015	15-Jul	SINGLE FAMILY	4205  ABERDEEN RD 	2		515000	515			No
7/23/2015	15-Jul	SINGLE FAMILY	3526  MURPHY RD 	2		555000	555			No
7/23/2015	15-Jul	SINGLE FAMILY	2503  BARTON AVE 	2		856000	856			No
7/23/2015	15-Jul	SINGLE FAMILY	1807  BLAIR BLVD 	2		815000	815			No
7/23/2015	15-Jul	SINGLE FAMILY	319  ALLEN PL 	2		589000	589			No
7/23/2015	15-Jul	SINGLE FAMILY	1620  BROCKTON LN 	2		69949	69.949			No
7/23/2015	15-Jul	SINGLE FAMILY	4425  KIRKBROOK CT 	2		256000	256			No
7/23/2015	15-Jul	SINGLE FAMILY	528  HARPETH TRACE DR 	2		579900	579.9			No
7/23/2015	15-Jul	SINGLE FAMILY	2201 B  24TH AVE N 	3		63000	63			No
7/23/2015	15-Jul	SINGLE FAMILY	2402  MIDDLE ST 	3		39500	39.5			No
7/23/2015	15-Jul	SINGLE FAMILY	755  RINGGOLD DR 	4		80000	80			No
7/23/2015	15-Jul	SINGLE FAMILY	5360  RYAN ALLEN CIR 	5		183000	183			No
7/23/2015	15-Jul	SINGLE FAMILY	3106  MEADOWSIDE LN 	5		89000	89			No
7/23/2015	15-Jul	SINGLE FAMILY	816  TRAVIS SPRING DR 	6		180000	180			No
7/23/2015	15-Jul	SINGLE FAMILY	2825  ALHAMBRA CIR 	6		225000	225			No
7/23/2015	15-Jul	SINGLE FAMILY	4822  LINDELL ST 	6		170000	170			No
7/23/2015	15-Jul	SINGLE FAMILY	106  POPLAR CT 	6		111900	111.9			No
7/23/2015	15-Jul	SINGLE FAMILY	1304  PLYMOUTH AVE 	6		309900	309.9			No
7/23/2015	15-Jul	SINGLE FAMILY	4109  ADDINE ST 	6		150000	150			No
7/23/2015	15-Jul	SINGLE FAMILY	1105  KIRKLAND AVE 	6		245000	245			No
7/23/2015	15-Jul	SINGLE FAMILY	1311  HOWARD AVE 	6		282000	282			No
7/23/2015	15-Jul	SINGLE FAMILY	1316  SHELTON AVE 	6		112500	112.5			No
7/23/2015	15-Jul	SINGLE FAMILY	1424  MCGAVOCK PIKE 	6		475000	475			No
7/23/2015	15-Jul	SINGLE FAMILY	1111  ALANDEE ST 	7		105500	105.5			No
7/23/2015	15-Jul	SINGLE FAMILY	224  PITTS AVE 	7		52000	52			No
7/23/2015	15-Jul	SINGLE FAMILY	704  COBBLESTONE CT 	7		150000	150			No
7/23/2015	15-Jul	SINGLE FAMILY	405  BRANNON HILL CT 	7		146000	146			No
7/23/2015	15-Jul	SINGLE FAMILY	904  CONWAY LN 	7		152000	152			No
7/23/2015	15-Jul	SINGLE FAMILY	1848  BUNTINGWAY DR 	8		299900	299.9			No
7/23/2015	15-Jul	SINGLE FAMILY	3008  COOKS LANDING CT 	8		349000	349			No
7/23/2015	15-Jul	SINGLE FAMILY	602  GLENPARK CT 	8		200000	200			No
7/23/2015	15-Jul	SINGLE FAMILY	904  TOWNVIEW PL 	8		142900	142.9			No
7/23/2015	15-Jul	SINGLE FAMILY	1709  PORCHREST WAY 	8		173618	173.618			No
7/24/2015	15-Jul	SINGLE FAMILY	75  JAY ST 	1		91000	91			No
7/24/2015	15-Jul	SINGLE FAMILY	437  PATTERSON ST 	1		50000	50			No
7/24/2015	15-Jul	SINGLE FAMILY	3505  HEWLETT DR 	1		158000	158			No
7/24/2015	15-Jul	SINGLE FAMILY	2624  FOSTER AVE 	1		115000	115			No
7/24/2015	15-Jul	SINGLE FAMILY	5029  TIMBERHILL DR 	1		317520	317.52			No
7/24/2015	15-Jul	SINGLE FAMILY	5037  SUTER DR 	1		180000	180			No
7/24/2015	15-Jul	SINGLE FAMILY	151  ANTON DR 	1		153500	153.5			No
7/24/2015	15-Jul	SINGLE FAMILY	301  CULPEPPER CT 	1		385624	385.624			No
7/24/2015	15-Jul	SINGLE FAMILY	1624  ELYSIAN WAY 	1		387977	387.977			No
7/24/2015	15-Jul	SINGLE FAMILY	1616  ELYSIAN WAY 	1		413095	413.095			No
7/24/2015	15-Jul	SINGLE FAMILY	628  LOGWOOD BRIAR CIR 	1		370000	370			No
7/24/2015	15-Jul	SINGLE FAMILY	2630  AVERY PARK DR 	1		208500	208.5			No
7/24/2015	15-Jul	SINGLE FAMILY	152  BLACKPOOL DR 	1		293800	293.8			No
7/24/2015	15-Jul	SINGLE FAMILY	3653  COLES BRANCH DR 	1		181000	181			No
7/24/2015	15-Jul	SINGLE FAMILY	6604  BROKEN BOW DR 	1		222000	222			No
7/24/2015	15-Jul	SINGLE FAMILY	5558  PRADA DR 	1		236575	236.575			No
7/24/2015	15-Jul	SINGLE FAMILY	8153  MIDDLEWICK LN 	1		475000	475			No
7/24/2015	15-Jul	SINGLE FAMILY	708  WESTCOTT LN 	1		251325	251.325			No
7/24/2015	15-Jul	SINGLE FAMILY	318  51ST AVE N 	2		737000	737			No
7/24/2015	15-Jul	SINGLE FAMILY	2351  HERMAN ST 	2		42000	42			No
7/24/2015	15-Jul	SINGLE FAMILY	532  W HILLWOOD DR 	2		504900	504.9			No
7/24/2015	15-Jul	SINGLE FAMILY	4901  NEBRASKA AVE 	2		563664	563.664			No
7/24/2015	15-Jul	SINGLE FAMILY	2606  WOODLAWN DR 	2		460000	460			No
7/24/2015	15-Jul	SINGLE FAMILY	762  BROWNLEE DR 	2		1025000	1025			No
7/24/2015	15-Jul	SINGLE FAMILY	4020  SKYLINE DR 	2		569000	569			No
7/24/2015	15-Jul	SINGLE FAMILY	846 CLAYTON AVE 	2		459000	459			No
7/24/2015	15-Jul	SINGLE FAMILY	4505  BEACON DR 	2		600000	600			No
7/24/2015	15-Jul	SINGLE FAMILY	1141  DUNCANWOOD DR 	2		935421	935.421			No
7/24/2015	15-Jul	SINGLE FAMILY	1576  BROCKTON LN 	2		226365	226.365			No
7/24/2015	15-Jul	SINGLE FAMILY	5426  STANFORD DR 	2		779000	779			No
7/24/2015	15-Jul	SINGLE FAMILY	805  FOOTPATH TER 	2		210000	210			No
7/24/2015	15-Jul	SINGLE FAMILY	1420  BEDDINGTON PARK 	2		760000	760			No
7/24/2015	15-Jul	SINGLE FAMILY	5005  MICHIGAN AVE 	3		363896	363.896			No
7/24/2015	15-Jul	SINGLE FAMILY	8520  BEAUTIFUL VALLEY DR 	3		331165	331.165			No
7/24/2015	15-Jul	SINGLE FAMILY	812  AIMES CT 	3		258000	258			No
7/24/2015	15-Jul	SINGLE FAMILY	739  MOORMANS ARM RD 	4		45000	45			No
7/24/2015	15-Jul	SINGLE FAMILY	2428  ADLAI ST 	4		135000	135			No
7/24/2015	15-Jul	SINGLE FAMILY	4972  OLD HYDES FERRY PIKE 	4		167000	167			No
7/24/2015	15-Jul	SINGLE FAMILY	1815  HAILEY AVE 	4		122000	122			No
7/24/2015	15-Jul	SINGLE FAMILY	180  IVY HILL LN 	5		174900	174.9			No
7/24/2015	15-Jul	SINGLE FAMILY	205  FOXBORO DR 	5		239944	239.944			No
7/24/2015	15-Jul	SINGLE FAMILY	3044  HILLSIDE RD 	6		155000	155			No
7/24/2015	15-Jul	SINGLE FAMILY	429  LEMONT DR 	6		110000	110			No
7/24/2015	15-Jul	SINGLE FAMILY	616  MAPLEWOOD LN 	6		395000	395			No
7/24/2015	15-Jul	SINGLE FAMILY	1001  HORSESHOE DR 	6		257000	257			No
7/24/2015	15-Jul	SINGLE FAMILY	521  WESLEY AVE 	6		87447	87.447			No
7/24/2015	15-Jul	SINGLE FAMILY	1112  SHELTON AVE 	6		299000	299			No
7/24/2015	15-Jul	SINGLE FAMILY	149  PIEDMONT AVE 	6		265000	265			No
7/24/2015	15-Jul	SINGLE FAMILY	1122  CHESTER AVE 	6		230000	230			No
7/24/2015	15-Jul	SINGLE FAMILY	808  PETWAY AVE 	6		163000	163			No
7/24/2015	15-Jul	SINGLE FAMILY	1110  N 14TH ST 	6		215000	215			No
7/24/2015	15-Jul	SINGLE FAMILY	812  MCCARN ST 	6		169000	169			No
7/24/2015	15-Jul	SINGLE FAMILY	2425  EASTLAND AVE 	6		500000	500			No
7/24/2015	15-Jul	SINGLE FAMILY	2008  EASTSIDE AVE 	6		192000	192			No
7/24/2015	15-Jul	SINGLE FAMILY	105  WILMINGTON ST 	7		125000	125			No
7/24/2015	15-Jul	SINGLE FAMILY	368  WILLOW BOUGH LN 	7		360000	360			No
7/24/2015	15-Jul	SINGLE FAMILY	708  SWEETWATER CIR 	7		200000	200			No
7/24/2015	15-Jul	SINGLE FAMILY	5002  BONNAVISTA DR 	7		140000	140			No
7/24/2015	15-Jul	SINGLE FAMILY	4804  CONCORD DR 	7		154500	154.5			No
7/24/2015	15-Jul	SINGLE FAMILY	3031  JENRY DR 	7		235000	235			No
7/24/2015	15-Jul	SINGLE FAMILY	3221  DOCKSIDE DR 	7		141000	141			No
7/24/2015	15-Jul	SINGLE FAMILY	2108  ELM HILL PIKE 	7		126250	126.25			No
7/24/2015	15-Jul	SINGLE FAMILY	316  SENECA DR 	7		160000	160			No
