Zone	Parcel ID	Land Use	Property Address	Suite/ Condo   #	Property City	Sale Date	Sale Month	Month	Sale Day	sale year	date	value	Sale Group	Legal Reference	Sold As Vacant	Multiple Parcels Involved in Sale
2	116 10 0 119.00	SINGLE FAMILY	216  BELLE MEADE BLVD		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	1500000		20150612-0056019	No	No
2	117 03 0D 236.00	RESIDENTIAL CONDO	236  HILLSBORO PL		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	215000		20150610-0055030	No	No
2	117 11 0J 229.00	RESIDENTIAL CONDO	2025  WOODMONT BLVD	229	NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	207100		20150617-0057524	No	No
2	128 03 0A 025.00	SINGLE FAMILY	416  CEDAR FOREST DR		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	220000		20150615-0056284	No	No
2	128 16 0A 069.00	SINGLE FAMILY	7112  STILL SPRING HOLLOW DR		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	325000		20150617-0057814	No	No
2	129 07 0 007.00	SINGLE FAMILY	134  VAUGHNS GAP RD		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	1275000		20150609-0054337	No	No
2	130 09 0 097.00	SINGLE FAMILY	200  BROOKFIELD AVE		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	660900		20150610-0054931	No	No
2	130 09 0 155.00	SINGLE FAMILY	407  W BROOKFIELD AVE		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	1595650		20150610-0055044	No	No
2	130 12 0A 033.00	SINGLE FAMILY	30  INVERARAY		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	1050000		20150609-0053968	No	No
2	131 09 0A 004.00	SINGLE FAMILY	206  SHEFFIELD PL		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	630000		20150729-0074374	No	No
2	141 05 0A 244.00	SINGLE FAMILY	755  GLOUCESTER LN		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	238000		20150609-0054357	No	No
2	141 05 0A 513.00	SINGLE FAMILY	1905  HEREFORD LN		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	264035		20150616-0057159	No	No
2	142 09 0C 902.00	RESIDENTIAL CONDO	902  GENERAL GEORGE PATTON RD		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	213900		20150609-0053960	No	No
3	081 12 0 076.00	SINGLE FAMILY	1610  11TH AVE N		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	54900		20150611-0055384	No	No
3	126 16 0A 525.00	SINGLE FAMILY	6277  RIVERVALLEY DR		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	287500		20150616-0057366	No	No
6	052 01 0 210.00	SINGLE FAMILY	814  GALLAVISTA AVE		MADISON	6/8/2015	6	Jun	8	2015	6/8/2015	143000		20150610-0054758	No	No
6	071 15 0 343.00	SINGLE FAMILY	1127  N 2ND ST		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	360000		20150610-0054663	No	No
6	072 06 0 123.00	SINGLE FAMILY	923  THOMAS AVE		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	75000		20150610-0054425	No	No
6	072 08 0 108.00	SINGLE FAMILY	2223  THISTLEWOOD AVE		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	96000		20150612-0055982	No	No
6	082 16 0 268.00	SINGLE FAMILY	918  FATHERLAND ST		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	235000		20150610-0054877	No	No
6	083 02 0 303.00	SINGLE FAMILY	309  MANCHESTER AVE		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	190000		20150609-0054284	No	No
6	094 02 0 147.00	SINGLE FAMILY	1815  SEVIER ST		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	160000		20150615-0056635	No	No
7	064 09 0 170.00	SINGLE FAMILY	400  BRANNON HILL CT		OLD HICKORY	6/8/2015	6	Jun	8	2015	6/8/2015	152500		20150610-0054796	No	No
7	064 15 0A 011.00	SINGLE FAMILY	729  SWEETWATER CIR		OLD HICKORY	6/8/2015	6	Jun	8	2015	6/8/2015	205000		20150611-0055299	No	No
7	073 03 0 029.00	SINGLE FAMILY	2500  PLEASANT GREEN RD		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	190000		20150610-0054891	No	No
7	075 08 0A 026.00	RESIDENTIAL CONDO	130  BROOKE CASTLE DR		HERMITAGE	6/8/2015	6	Jun	8	2015	6/8/2015	66500		20150610-0054883	No	No
7	084 11 0 219.00	SINGLE FAMILY	2409  DENNYWOOD DR		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	182700		20150609-0054171	No	No
7	086 07 0 194.00	SINGLE FAMILY	1401  WOODCHIMES CT		HERMITAGE	6/8/2015	6	Jun	8	2015	6/8/2015	145500		20150610-0054887	No	No
7	086 10 0B 105.00	RESIDENTIAL CONDO	105  NOLE COVE CR		HERMITAGE	6/8/2015	6	Jun	8	2015	6/8/2015	152000		20150616-0057303	No	No
7	087 02 0 022.00	SINGLE FAMILY	1417  WHITETAIL CT		HERMITAGE	6/8/2015	6	Jun	8	2015	6/8/2015	221000		20150609-0054381	No	No
8	098 06 0A 107.00	SINGLE FAMILY	5244  NEW JOHN HAGAR RD		HERMITAGE	6/8/2015	6	Jun	8	2015	6/8/2015	264000		20150610-0054730	No	No
8	108 04 0 113.00	SINGLE FAMILY	912  FITZPATRICK RD		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	205000		20150706-0064966	No	No
8	120 00 0 079.00	SINGLE FAMILY	1212  CURREY RD		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	211000		20150609-0053984	No	No
8	120 09 0 081.00	SINGLE FAMILY	513  DUNAILIE DR		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	111000		20150610-0054424	No	No
8	149 02 0A 041.00	SINGLE FAMILY	1109  WOBURN WAY		ANTIOCH	6/8/2015	6	Jun	8	2015	6/8/2015	140000		20150610-0054790	No	No
8	150 15 0B 042.00	SINGLE FAMILY	204  PAINTER DR		ANTIOCH	6/8/2015	6	Jun	8	2015	6/8/2015	159000		20150611-0055504	No	No
8	164 07 0A 202.00	SINGLE FAMILY	1832  HILLPOINT CIR		ANTIOCH	6/8/2015	6	Jun	8	2015	6/8/2015	150000		20150611-0055257	Yes	Yes
9	081 08 2F 002.00	RESIDENTIAL CONDO	1904  5TH AVE N		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	391050		20150609-0054376	No	No
9	081 12 0B 331.00	RESIDENTIAL CONDO	1400  ROSA L PARKS BLVD	331	NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	250000		20150611-0055345	No	No
9	082 13 0 364.00	SINGLE FAMILY	900 B  LOCKLAYER ST		NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	332000		20150610-0054645	No	No
9	093 09 0C 135.00	RESIDENTIAL CONDO	1212  LAUREL ST	1303	NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	470500		20150609-0054333	No	No
9	093 09 0C 159.00	RESIDENTIAL CONDO	1212  LAUREL ST	1412	NASHVILLE	6/8/2015	6	Jun	8	2015	6/8/2015	322000		20150611-0055513	No	No
1	119 02 0 202.00	SINGLE FAMILY	74  JONELL DR		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	146000		20150610-0054421	No	No
1	119 02 0 202.00	SINGLE FAMILY	74  JONELL DR		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	156000		20150611-0055139	No	No
1	133 03 0 107.00	SINGLE FAMILY	3313  MIMOSA DR		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	155000		20150612-0055560	No	No
1	147 02 0 051.00	SINGLE FAMILY	4811  ABBAY DR		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	305000		20150617-0057634	No	No
1	147 05 0 127.00	SINGLE FAMILY	313  FIELDCREST DR		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	270000		20150617-0057618	No	No
1	147 07 0B 037.00	RESIDENTIAL CONDO	4958  EDMONDSON PIKE	37	NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	55000		20150610-0055072	No	No
1	160 15 0D 024.00	RESIDENTIAL CONDO	309  SEVEN SPRINGS WAY	203	BRENTWOOD	6/9/2015	6	Jun	9	2015	6/9/2015	232614		20150611-0055511	No	No
1	160 16 0B 137.00	SINGLE FAMILY	6308  LECONTE PARK		BRENTWOOD	6/9/2015	6	Jun	9	2015	6/9/2015	485000		20150611-0055423	No	No
1	161 01 0B 114.00	SINGLE FAMILY	5133  GLENCARRON DR		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	455000		20150612-0056012	No	No
1	172 10 0B 141.00	SINGLE FAMILY	6780  CHRISTIANSTED LN		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	460000		20150616-0057032	No	No
1	174 01 0C 129.00	SINGLE FAMILY	1141  SILVERMOON DR		ANTIOCH	6/9/2015	6	Jun	9	2015	6/9/2015	175000		20150622-0059433	No	No
1	182 06 0A 335.00	SINGLE FAMILY	8921  RISTAU CT		ANTIOCH	6/9/2015	6	Jun	9	2015	6/9/2015	161000		20150611-0055245	No	No
1	186 04 0B 016.00	RESIDENTIAL CONDO	7830  KEMBERTON DR W		NOLENSVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	222500		20150612-0055608	No	No
2	105 09 0U 001.00	RESIDENTIAL CONDO	926 A  ACKLEN AVE		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	527900		20150610-0054723	No	No
2	130 08 0 010.00	SINGLE FAMILY	4311  ESTESWOOD DR		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	900000		20150615-0056271	No	No
2	130 09 0 013.00	SINGLE FAMILY	301  PAGE RD		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	1516000		20150612-0056003	No	No
2	142 09 0E 095.00	RESIDENTIAL CONDO	1309  GENERAL GEORGE PATTON RD		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	191000		20150611-0055509	No	No
3	126 15 0A 182.00	SINGLE FAMILY	8137  SETTLERS WAY		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	220000		20150615-0056275	No	No
3	126 16 0A 448.00	SINGLE FAMILY	1624  HARPETH RUN DR		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	241000		20150612-0055896	No	No
4	081 01 0 011.00	SINGLE FAMILY	3102  ESTHER AVE		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	52000		20150612-0055863	No	No
5	025 07 0 030.00	SINGLE FAMILY	413  ROSEHILL CT		GOODLETTSVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	173000		20150615-0056184	No	No
5	032 09 0 035.00	SINGLE FAMILY	1708  FALL DR		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	106900		20150610-0054916	No	No
5	032 09 0 137.00	SINGLE FAMILY	2152  QUAIL RIDGE DR		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	181000		20150610-0054926	No	No
6	033 16 0 106.00	SINGLE FAMILY	1137  NELSON DR		MADISON	6/9/2015	6	Jun	9	2015	6/9/2015	128000		20150611-0055135	No	No
6	042 04 0 072.00	SINGLE FAMILY	1039  HIGHLAND CIR		MADISON	6/9/2015	6	Jun	9	2015	6/9/2015	250000		20150611-0055306	No	No
6	052 05 0 145.00	SINGLE FAMILY	933  DENSON AVE		MADISON	6/9/2015	6	Jun	9	2015	6/9/2015	72000		20150611-0055268	No	No
6	072 07 0 271.00	SINGLE FAMILY	2313  RIVERSIDE DR		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	250000		20150611-0055236	No	No
6	083 09 0D 001.00	RESIDENTIAL CONDO	1210 B  GARTLAND AVE		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	532000		20150611-0055522	No	No
7	053 06 0A 167.00	SINGLE FAMILY	2149  RIVERWAY DR		OLD HICKORY	6/9/2015	6	Jun	9	2015	6/9/2015	92500		20150610-0054737	No	No
7	086 12 0A 042.00	SINGLE FAMILY	173  TULIP GROVE PT		HERMITAGE	6/9/2015	6	Jun	9	2015	6/9/2015	249900		20150611-0055243	No	No
7	096 13 0 088.00	SINGLE FAMILY	2803  BRANWOOD DR		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	150000		20150615-0056379	No	No
8	108 03 0A 001.00	RESIDENTIAL CONDO	912  PATIO DR		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	93000		20150610-0054858	No	No
8	120 09 0 026.00	SINGLE FAMILY	804  CURREY RD		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	110000		20150610-0054426	No	No
8	151 01 0A 146.00	SINGLE FAMILY	3105  KENNEBECK PL		ANTIOCH	6/9/2015	6	Jun	9	2015	6/9/2015	156000		20150609-0054269	No	No
8	163 01 0 054.00	SINGLE FAMILY	4037  MOSS RD		ANTIOCH	6/9/2015	6	Jun	9	2015	6/9/2015	122500		20150611-0055133	No	No
8	165 13 0A 066.00	SINGLE FAMILY	4456  STONEVIEW DR		ANTIOCH	6/9/2015	6	Jun	9	2015	6/9/2015	124600		20150611-0055128	No	No
8	176 00 0 044.00	SINGLE FAMILY	4210  MAXWELL RD		ANTIOCH	6/9/2015	6	Jun	9	2015	6/9/2015	160000		20150701-0063881	No	No
9	081 12 0T 252.00	RESIDENTIAL CONDO	1350  ROSA L PARKS BLVD	252	NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	204000		20150615-0056302	No	No
9	082 13 0 057.00	SINGLE FAMILY	901  JACKSON ST		NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	306000		20150615-0056292	No	No
9	093 13 0C 200.00	RESIDENTIAL CONDO	600  12TH AVE S	832	NASHVILLE	6/9/2015	6	Jun	9	2015	6/9/2015	283900		20150610-0054782	No	No
1	133 06 0 160.00	SINGLE FAMILY	311  WHEELER AVE		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	78000		20150612-0055972	No	No
1	147 01 0 113.00	SINGLE FAMILY	313  LYNN DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	340000		20150616-0056970	No	No
1	147 15 0 101.00	DUPLEX	4933  MILLERWOOD DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	179900		20150615-0056287	No	No
1	148 10 0 056.00	SINGLE FAMILY	3925  E RIDGE DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	115900		20150706-0064916	No	No
1	160 14 0B 031.00	RESIDENTIAL CONDO	5731  BRENTWOOD TRCE		BRENTWOOD	6/10/2015	6	Jun	10	2015	6/10/2015	115000		20150623-0060177	No	No
1	161 11 0A 029.00	RESIDENTIAL CONDO	371  HUNTINGTON RIDGE DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	175000		20150615-0056610	No	No
1	162 09 0D 011.00	RESIDENTIAL CONDO	2021  PINECREST DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	141100		20150615-0056278	No	No
1	172 05 0A 006.00	SINGLE FAMILY	105  ELMSFORD CT		BRENTWOOD	6/10/2015	6	Jun	10	2015	6/10/2015	365000		20150611-0055250	No	No
1	181 01 0B 302.00	SINGLE FAMILY	6641  SUNNYWOOD DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	270981		20150611-0055373	No	No
1	181 10 0A 095.00	SINGLE FAMILY	6833  SCARLET RIDGE DR		BRENTWOOD	6/10/2015	6	Jun	10	2015	6/10/2015	238000		20150617-0057702	No	No
1	181 10 0A 318.00	SINGLE FAMILY	7516  OAKLEDGE DR		BRENTWOOD	6/10/2015	6	Jun	10	2015	6/10/2015	253825		20150611-0055378	No	No
2	103 04 0 158.00	SINGLE FAMILY	4608  NEBRASKA AVE		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	380000		20150611-0055326	No	No
2	115 06 0 092.00	SINGLE FAMILY	601  CLEMATIS DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	225000		20150610-0054838	No	No
2	116 03 0F 041.00	RESIDENTIAL CONDO	246  WESTCHASE DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	215000		20150612-0055851	No	No
2	116 04 0 166.00	SINGLE FAMILY	815  WILSON BLVD		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	1295000		20150612-0056075	No	No
2	117 16 0 056.00	DUPLEX	3704  BELMONT BLVD		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	242310		20150611-0055290	No	No
2	117 16 0 068.00	SINGLE FAMILY	3705  CRESTVIEW DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	242310		20150611-0055289	No	No
2	118 01 0X 002.00	RESIDENTIAL CONDO	821  KNOX AVE		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	530000		20150612-0055993	No	No
2	118 13 0T 001.00	RESIDENTIAL CONDO	3619 A  MAYFLOWER PL		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	649000		20150616-0057397	No	No
2	131 11 0K 001.00	RESIDENTIAL CONDO	1302  HARDING PL		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	369000		20150615-0056786	No	No
2	141 12 0B 014.00	SINGLE FAMILY	7104  BAY COVE TRL		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	195000		20150619-0058665	No	No
3	081 07 0 237.00	SINGLE FAMILY	1912  16TH AVE N		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	59000		20150616-0057040	No	No
4	059 15 0A 187.00	SINGLE FAMILY	3333  WILLIAM BAILEY DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	252051		20150612-0055910	No	No
4	071 01 0A 002.00	SINGLE FAMILY	434  MONTICELLO ST		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	125000		20150616-0057439	No	No
6	034 13 0 161.00	SINGLE FAMILY	125  ODETTE ST		MADISON	6/10/2015	6	Jun	10	2015	6/10/2015	58000		20150611-0055131	No	No
6	043 13 0 396.00	SINGLE FAMILY	223  FOREST PARK RD		MADISON	6/10/2015	6	Jun	10	2015	6/10/2015	10000		20150619-0058673	No	No
6	051 03 0 016.00	SINGLE FAMILY	225  BEVERLY DR		MADISON	6/10/2015	6	Jun	10	2015	6/10/2015	156500		20150612-0055709	No	No
6	051 11 0 010.00	SINGLE FAMILY	208  WELLINGTON DR		MADISON	6/10/2015	6	Jun	10	2015	6/10/2015	256100		20150622-0059597	No	No
6	052 05 0 073.00	DUPLEX	428  EMMITT AVE		MADISON	6/10/2015	6	Jun	10	2015	6/10/2015	87000		20150611-0055212	No	No
6	061 15 0 367.00	SINGLE FAMILY	3805  KINGSWOOD AVE		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	235000		20150616-0057097	No	No
6	071 04 0 081.00	SINGLE FAMILY	2605  JONES AVE		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	150000		20150615-0056333	No	No
6	072 10 0 088.00	SINGLE FAMILY	1013  SPAIN AVE		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	180000		20150611-0055266	No	No
6	073 05 0 017.00	SINGLE FAMILY	2217  FERNWOOD DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	240000		20150616-0057393	No	No
6	073 09 0 210.00	SINGLE FAMILY	1907  ROSEBANK AVE		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	293000		20150615-0056847	No	No
6	082 03 0 255.00	SINGLE FAMILY	1124  MERIDIAN ST		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	175000		20150612-0055711	No	No
6	082 04 0 023.00	SINGLE FAMILY	1109  N 6TH ST		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	337000		20150615-0056108	No	No
6	082 07 0 258.00	SINGLE FAMILY	228  BERRY ST		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	145000		20150611-0055402	No	No
6	083 09 0 457.00	SINGLE FAMILY	1513  HOLLY ST		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	240000		20150612-0055670	No	No
6	083 13 0 537.00	SINGLE FAMILY	1105  LILLIAN ST		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	215000		20150615-0056633	No	No
6	083 14 0 289.00	SINGLE FAMILY	1610  BOSCOBEL ST		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	393500		20150617-0057458	No	No
6	094 01 0 087.00	DUPLEX	603 A  S 13TH ST		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	206000		20150615-0056745	No	No
6	094 01 0 257.00	SINGLE FAMILY	904  S 14TH ST		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	115000		20150611-0055403	No	No
7	052 13 0A 037.00	SINGLE FAMILY	2730  PENN MEADE DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	102500		20150616-0057149	No	No
7	053 03 0 190.00	SINGLE FAMILY	1304  CLARKE ST		OLD HICKORY	6/10/2015	6	Jun	10	2015	6/10/2015	134900		20150616-0057356	No	No
7	053 12 0 240.00	SINGLE FAMILY	609  LAKEMEADE PT		OLD HICKORY	6/10/2015	6	Jun	10	2015	6/10/2015	1100000		20150612-0056016	No	No
7	053 16 0 302.00	SINGLE FAMILY	1008  DONOHO DR		OLD HICKORY	6/10/2015	6	Jun	10	2015	6/10/2015	173500		20150615-0056743	No	No
7	073 16 0 045.00	SINGLE FAMILY	2439  CABIN HILL RD		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	162500		20150619-0058733	No	No
7	075 12 0 012.00	DUPLEX	621  BELGIUM DR		HERMITAGE	6/10/2015	6	Jun	10	2015	6/10/2015	147885		20150625-0061288	No	No
7	095 03 0 073.00	SINGLE FAMILY	2319  SWEETWOOD RD		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	165000		20150612-0055846	No	No
7	096 09 0 084.00	SINGLE FAMILY	2709  LAKELAND DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	182000		20150617-0057549	No	No
7	097 02 0A 016.00	RESIDENTIAL CONDO	1070  RIVERWOOD VILLAGE BLVD		HERMITAGE	6/10/2015	6	Jun	10	2015	6/10/2015	217900		20150615-0056554	No	No
8	119 04 0 027.00	SINGLE FAMILY	287  LAWNDALE DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	210000		20150615-0056535	No	No
8	135 12 0C 001.00	RESIDENTIAL CONDO	1997  NASHBORO BLVD		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	119000		20150616-0057364	No	No
8	135 16 0 043.00	SINGLE FAMILY	2617  TIMBERLAND DR		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	189900		20150617-0057714	No	No
8	136 03 0A 011.00	RESIDENTIAL CONDO	4000  ANDERSON RD	11	NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	79500		20150616-0057387	No	No
8	151 01 0A 082.00	SINGLE FAMILY	3648  BURWICK PL		ANTIOCH	6/10/2015	6	Jun	10	2015	6/10/2015	159900		20150612-0055979	No	No
9	082 14 0A 095.00	RESIDENTIAL CONDO	950  1ST AVE N		NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	211000		20150619-0058776	No	No
9	093 06 1J 074.00	RESIDENTIAL CONDO	415  CHURCH ST	1412	NASHVILLE	6/10/2015	6	Jun	10	2015	6/10/2015	403000		20150617-0057646	No	No
1	093 15 0 322.00	SINGLE FAMILY	1016  2ND AVE S		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	140250		20150616-0057043	No	No
1	133 13 0 058.00	SINGLE FAMILY	547  ELYSIAN FIELDS RD		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	215000		20150617-0057579	No	No
1	146 04 0 018.00	SINGLE FAMILY	700  HARDING PL		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	250000		20150616-0056948	No	No
1	148 01 0 051.00	SINGLE FAMILY	3728  TURLEY DR		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	147500		20150616-0057136	No	No
1	160 14 0D 013.00	RESIDENTIAL CONDO	5724  STONE BROOK DR		BRENTWOOD	6/11/2015	6	Jun	11	2015	6/11/2015	175100		20150623-0060200	No	No
1	162 03 0 349.00	SINGLE FAMILY	4910  BARELLA DR		ANTIOCH	6/11/2015	6	Jun	11	2015	6/11/2015	120000		20150616-0057042	No	No
1	172 02 0 098.00	SINGLE FAMILY	6025  DEER TRCE		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	350000		20150623-0059777	No	No
1	173 09 0A 582.00	SINGLE FAMILY	2300  ALTERAS DR		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	299000		20150612-0056086	No	No
1	173 11 0A 045.00	SINGLE FAMILY	2001  STANFORD VILLAGE DR		ANTIOCH	6/11/2015	6	Jun	11	2015	6/11/2015	199500		20150615-0056470	No	No
1	181 03 0A 293.00	SINGLE FAMILY	7509  STECOAH ST		BRENTWOOD	6/11/2015	6	Jun	11	2015	6/11/2015	220000		20150615-0056586	No	No
2	092 02 0 454.00	SINGLE FAMILY	2413  EDEN ST		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	63000		20150612-0055861	No	No
2	092 16 0E 122.00	RESIDENTIAL CONDO	900  20TH AVE S	1203	NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	451000		20150615-0056653	No	No
2	104 02 0 171.00	DUPLEX	3119  BELWOOD ST		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	174900		20150701-0063904	No	No
2	104 13 0 202.00	SINGLE FAMILY	3617  VALLEY VISTA RD		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	300000		20150615-0056382	No	No
2	115 10 0 041.00	SINGLE FAMILY	6530  CORNWALL CT		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	370000		20150615-0056360	No	No
2	116 13 0 072.00	SINGLE FAMILY	5955  POST RD		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	420000		20150616-0057259	No	No
2	117 01 0 134.00	SINGLE FAMILY	714  WOODLEIGH DR		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	1115500		20150611-0055420	No	No
2	117 07 0K 015.00	RESIDENTIAL CONDO	3329  GOLF CLUB LN		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	265000		20150616-0057313	No	No
2	117 15 1A 001.00	RESIDENTIAL CONDO	1779  HILLMONT DR		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	790000		20150619-0058746	No	No
2	118 01 4F 001.00	RESIDENTIAL CONDO	904 A  KNOX AVE		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	553200		20150623-0060167	No	No
2	128 12 0A 139.00	RESIDENTIAL CONDO	320  OLD HICKORY BLVD	1810	NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	248500		20150615-0056676	No	No
2	128 12 0B 015.00	SINGLE FAMILY	584  SUMMIT OAKS CT		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	470000		20150616-0056975	No	No
2	128 16 0B 051.00	SINGLE FAMILY	509  SUMMIT OAKS CT		NASHVILLE	6/11/2015	6	Jun	11	2015	6/11/2015	430000		20150617-0057571	No	No
